ct,tot,moe,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep
36047093200,1537,474,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,148,130,0,13,0,13,0,13,10,15,0,13,22,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,203,153,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,203,153,0,13,0,13,0,13,0,13,0,13,0,13,567,201,0,13,36,25,0,13,0,13,55,61,0,13,62,67,64,76,69,83,0,13,281,191,0,13,0,13,655,426,157,85
36047093400,2585,333,0,13,0,13,0,13,99,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,205,137,10,13,0,13,0,13,0,13,0,13,13,19,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,2,4,12,14,0,13,0,13,16,24,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,1390,315,0,13,120,109,17,25,0,13,230,108,0,13,13,21,596,184,321,257,0,13,93,72,0,13,0,13,527,148,323,127
36047093600,1679,237,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,231,122,0,13,0,13,18,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,213,126,0,13,0,13,0,13,0,13,0,13,0,13,1056,270,0,13,70,67,0,13,0,13,131,88,0,13,312,165,273,190,137,97,0,13,154,110,0,13,0,13,431,161,73,45
36047093800,2736,476,0,13,0,13,0,13,38,49,81,132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,81,132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,31,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,50,0,13,0,13,0,13,4,8,0,13,3,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,487,339,0,13,0,13,52,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,435,294,0,13,0,13,0,13,0,13,0,13,0,13,1232,262,0,13,56,47,15,24,0,13,0,13,0,13,159,113,728,222,105,93,0,13,169,134,0,13,0,13,686,220,277,128
36047094401,3330,526,0,13,0,13,0,13,308,165,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,46,0,13,0,13,196,187,0,13,0,13,0,13,0,13,0,13,10,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,95,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,73,92,0,13,0,13,0,13,0,13,0,13,0,13,2000,471,0,13,97,90,0,13,0,13,363,193,0,13,617,415,569,239,93,83,0,13,302,177,0,13,0,13,472,195,494,359
36047094402,3314,717,0,13,0,13,0,13,274,222,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,20,0,13,0,13,0,13,9,22,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,0,13,0,13,17,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,28,6,11,0,13,0,13,0,13,0,13,0,13,455,220,0,13,0,13,0,13,0,13,0,13,0,13,312,217,93,89,18,29,0,13,32,49,0,13,0,13,2266,776,359,235
36047094600,1888,445,0,13,0,13,0,13,18,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,127,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,245,147,0,13,0,13,0,13,0,13,0,13,7,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,238,155,0,13,0,13,0,13,0,13,0,13,0,13,1072,382,0,13,34,28,0,13,0,13,112,150,8,12,73,65,523,340,80,90,0,13,250,157,0,13,0,13,648,288,51,38
36047095000,2751,352,0,13,0,13,0,13,65,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,188,145,0,13,0,13,0,13,9,14,0,13,10,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,33,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,96,84,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,96,84,0,13,0,13,0,13,0,13,0,13,0,13,1364,263,0,13,66,77,0,13,0,13,187,128,0,13,516,171,446,212,67,59,0,13,82,94,0,13,0,13,686,265,402,191
36047095400,4340,599,0,13,0,13,0,13,140,156,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,11,17,21,34,0,13,0,13,0,13,21,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,19,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,346,275,0,13,0,13,84,133,0,13,0,13,177,223,0,13,0,13,0,13,0,13,0,13,0,13,0,13,85,91,0,13,0,13,0,13,0,13,0,13,0,13,2766,499,0,13,203,157,23,36,0,13,439,232,0,13,457,263,1169,396,270,159,0,13,262,176,0,13,0,13,808,355,356,221
36047095600,4524,805,0,13,0,13,0,13,180,179,256,317,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,96,197,313,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,117,81,0,13,0,13,0,13,0,13,0,13,71,100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,31,0,13,0,13,0,13,0,13,0,13,0,13,2186,573,0,13,90,78,0,13,0,13,124,89,0,13,812,421,584,315,228,219,32,54,316,264,0,13,0,13,1137,528,804,367
36047095800,3378,611,0,13,0,13,0,13,135,149,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,14,0,13,0,13,87,109,0,13,0,13,0,13,73,87,0,13,225,223,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,255,210,0,13,0,13,0,13,0,13,0,13,118,134,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,53,92,138,0,13,0,13,0,13,0,13,0,13,1775,513,0,13,183,144,0,13,0,13,144,119,0,13,682,448,612,238,176,224,0,13,0,13,0,13,0,13,753,309,170,123
36047096000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047096200,1679,581,0,13,0,13,0,13,15,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,29,0,13,0,13,30,67,0,13,0,13,0,13,11,15,0,13,65,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,57,0,13,17,23,8,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,840,558,0,13,7,9,0,13,0,13,145,83,0,13,408,527,232,135,43,41,0,13,5,8,0,13,0,13,439,231,238,196
36047096400,2469,405,0,13,0,13,0,13,53,58,106,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,106,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,8,11,0,13,0,13,259,172,0,13,0,13,0,13,8,11,0,13,29,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,11,0,13,0,13,0,13,0,13,0,13,94,93,0,13,0,13,0,13,0,13,0,13,17,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,79,7,11,23,36,0,13,0,13,0,13,0,13,1032,297,0,13,23,26,0,13,0,13,178,175,0,13,478,210,325,125,17,26,0,13,28,31,0,13,0,13,454,197,510,282
36047096600,2525,442,0,13,0,13,0,13,209,126,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,116,113,0,13,0,13,0,13,3,6,0,13,27,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,100,70,0,13,0,13,0,13,0,13,0,13,13,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,87,75,0,13,0,13,0,13,0,13,0,13,0,13,1442,489,0,13,27,33,0,13,0,13,424,353,0,13,288,182,446,270,231,230,0,13,36,43,0,13,0,13,578,288,344,184
36047096800,1511,369,0,13,0,13,0,13,12,14,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,135,106,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,34,0,13,0,13,0,13,0,13,0,13,0,13,567,232,0,13,29,46,111,164,0,13,60,64,0,13,96,158,57,69,86,145,0,13,128,129,0,13,0,13,529,264,312,181
36047097000,2696,522,0,13,0,13,0,13,66,45,102,148,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,102,148,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,34,0,13,0,13,383,362,0,13,0,13,0,13,0,13,0,13,33,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,109,0,13,0,13,10,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,109,147,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,109,147,0,13,0,13,0,13,0,13,0,13,0,13,844,261,0,13,5,11,0,13,0,13,171,119,0,13,141,129,419,195,23,29,0,13,91,81,0,13,0,13,636,250,522,171
36047097400,2792,536,0,13,0,13,0,13,62,54,7,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,61,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,23,0,13,0,13,0,13,11,25,0,13,0,13,150,106,0,13,0,13,0,13,10,15,0,13,21,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,25,0,13,3,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,134,93,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,101,67,18,26,0,13,0,13,0,13,0,13,0,13,816,241,0,13,19,24,0,13,0,13,178,158,0,13,263,140,265,134,54,59,0,13,32,29,5,8,0,13,1383,524,264,134
36047098200,4526,827,0,13,0,13,0,13,179,111,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,25,0,13,0,13,0,13,0,13,0,13,41,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,360,217,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,360,217,0,13,0,13,0,13,0,13,0,13,0,13,391,231,29,46,0,13,0,13,0,13,0,13,0,13,221,185,81,81,60,61,0,13,0,13,0,13,0,13,2987,876,705,278
36047098400,2233,422,0,13,0,13,0,13,172,111,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,19,0,13,0,13,163,138,0,13,0,13,0,13,10,19,0,13,18,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,25,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,1321,355,0,13,186,119,21,32,0,13,195,158,0,13,362,220,346,287,104,150,0,13,86,78,25,38,0,13,387,225,305,150
36047098600,2857,489,0,13,0,13,0,13,29,32,92,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,92,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,20,30,0,13,24,38,0,13,0,13,0,13,0,13,205,167,0,13,0,13,0,13,15,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,205,134,0,13,0,13,0,13,0,13,0,13,150,129,0,13,0,13,0,13,0,13,0,13,0,13,0,13,55,42,0,13,0,13,0,13,0,13,0,13,0,13,1221,350,0,13,37,41,30,43,0,13,179,120,0,13,288,188,472,174,32,52,14,22,169,174,0,13,0,13,695,224,479,318
36047098800,3348,534,0,13,0,13,0,13,138,165,4,10,4,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,0,13,0,13,0,13,9,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,102,116,0,13,0,13,0,13,12,19,0,13,17,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,4,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,12,0,13,0,13,0,13,0,13,0,13,0,13,1524,430,0,13,130,164,0,13,0,13,133,113,0,13,605,393,442,253,156,100,0,13,76,131,0,13,0,13,1182,329,455,342
36047099000,1742,328,0,13,0,13,0,13,50,36,116,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13,104,158,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,134,127,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,53,54,0,13,0,13,0,13,0,13,0,13,31,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,36,0,13,0,13,0,13,0,13,0,13,0,13,757,257,0,13,13,14,0,13,0,13,33,41,0,13,263,181,326,209,100,94,0,13,11,15,11,15,0,13,410,179,228,104
36047099200,2483,533,0,13,0,13,0,13,38,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,19,0,13,0,13,234,211,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,39,0,13,0,13,0,13,0,13,0,13,0,13,1525,493,0,13,19,23,0,13,0,13,427,361,0,13,505,377,502,330,44,57,0,13,28,31,0,13,0,13,375,158,269,168
36047099400,2057,365,0,13,0,13,0,13,30,31,48,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,167,129,0,13,0,13,0,13,0,13,0,13,31,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,20,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,1145,332,0,13,68,95,0,13,0,13,22,29,6,13,409,234,437,222,173,120,20,31,19,29,0,13,0,13,536,197,140,93
36047099600,3496,821,0,13,0,13,0,13,102,82,26,38,0,13,0,13,0,13,0,13,26,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,162,221,0,13,0,13,0,13,0,13,188,252,17,29,0,13,0,13,55,91,0,13,16,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2020,892,0,13,110,127,53,82,0,13,36,42,0,13,1149,844,258,158,379,243,0,13,35,43,0,13,0,13,322,176,621,380
36047099800,4005,797,0,13,0,13,0,13,91,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,52,58,0,13,0,13,0,13,32,50,0,13,78,90,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,83,120,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,211,176,0,13,0,13,0,13,0,13,0,13,174,173,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,35,0,13,0,13,0,13,0,13,0,13,0,13,2156,777,0,13,12,19,0,13,0,13,343,357,0,13,624,493,684,368,444,378,0,13,74,80,18,30,0,13,698,310,650,416
