ct,tot_,moe_,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36081054500,224,133,0,13,0,13,0,13,0,13,0,13,70,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,45,0,13,57,85,0,13,10,16,16,27,30,46,0,13,12,18,0,13
36081054700,804,439,10,16,0,18,0,18,0,18,0,18,369,246,0,18,0,18,4,8,222,253,33,60,0,18,0,18,0,18,40,61,0,18,126,191,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081054800,1410,267,428,185,425,171,0,13,0,13,0,13,35,42,261,147,0,13,0,13,0,13,11,17,0,13,0,13,0,13,21,32,0,13,175,138,0,13,0,13,0,13,29,49,0,13,0,13,25,44
36081054900,795,312,309,255,0,18,0,18,0,18,0,18,293,195,10,15,0,18,0,18,57,71,0,18,0,18,0,18,0,18,68,106,0,18,8,30,0,18,1,2,0,18,14,26,0,18,0,18,35,41
36081055100,416,205,10,21,0,13,0,13,0,13,0,13,170,133,41,39,0,13,9,14,18,27,94,145,0,13,0,13,0,13,26,38,0,13,0,13,0,13,0,13,0,13,32,53,0,13,0,13,16,19
36081055200,1023,516,287,290,221,206,0,13,0,13,0,13,18,29,245,254,0,13,0,13,0,13,6,13,42,61,0,13,0,13,0,13,0,13,204,326,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081055300,512,210,83,78,0,13,0,13,0,13,0,13,126,98,26,31,0,13,0,13,8,15,4,7,0,13,0,13,0,13,258,196,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13
36081055400,1453,341,878,298,199,205,0,13,0,13,0,13,63,52,268,122,0,13,16,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,19,20,0,13
36081055500,120,71,29,40,0,13,0,13,0,13,0,13,13,18,6,8,0,13,0,13,0,13,11,17,0,13,0,13,0,13,22,33,0,13,0,13,0,13,24,37,0,13,0,13,0,13,0,13,15,21
36081055600,861,306,225,93,309,190,0,13,0,13,0,13,183,240,116,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,13,18,0,13,8,11,0,13
36081055700,196,127,10,16,0,13,0,13,0,13,0,13,141,119,0,13,0,13,0,13,23,35,9,14,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081055800,537,312,318,292,62,102,0,13,28,42,0,13,0,13,7,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,103,69,0,13,0,13,0,13,0,13,0,13,19,38,0,13
36081055900,70,57,0,13,0,13,0,13,0,13,0,13,20,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,50,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081056000,812,349,241,126,100,122,0,13,0,13,0,13,242,274,126,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,78,87,0,13,0,13,0,13,0,13,0,13,0,13,25,39
36081056100,8,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081056200,675,293,362,219,24,38,0,13,0,13,0,13,48,52,198,181,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,66,0,13
36081056400,287,145,128,112,0,13,0,13,12,17,0,13,44,65,103,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081056500,49,51,9,24,0,13,0,13,0,13,0,13,25,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,25,0,13,0,13,0,13
36081056600,399,135,254,121,32,50,0,13,0,13,0,13,11,9,75,111,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,39,0,13,0,13,0,13,0,13,2,6,0,13
36081056700,61,85,0,18,0,18,0,18,0,18,0,18,61,85,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081056800,343,219,183,198,137,183,0,18,0,18,0,18,0,18,9,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,14,18
36081057700,28,38,0,13,0,13,0,13,0,13,0,13,19,32,9,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081057900,32,36,11,19,0,13,0,13,0,13,0,13,21,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081058000,47,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,70,0,13,1,4,0,13
36081058100,29,47,0,13,0,13,0,13,0,13,0,13,0,13,29,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081058200,258,279,57,95,141,222,0,18,0,18,0,18,35,54,18,29,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,7,12
36081058300,360,188,27,34,0,13,0,13,0,13,0,13,240,171,6,13,0,13,0,13,0,13,10,14,0,13,0,13,0,13,0,13,0,13,28,43,0,13,0,13,0,13,49,76,0,13,0,13,0,13
36081058500,349,318,0,13,0,13,0,13,0,13,0,13,46,62,134,211,0,13,0,13,7,12,20,25,0,13,0,13,0,13,0,13,0,13,129,231,0,13,0,13,0,13,0,13,0,13,0,13,13,26
36081058700,116,82,23,34,0,13,0,13,0,13,0,13,70,74,0,13,0,13,0,13,0,13,12,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13
36081058900,208,154,10,16,20,32,0,18,0,18,0,18,158,154,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,20,31,0,18,0,18
36081059000,27,38,0,13,0,13,0,13,0,13,0,13,27,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081059100,232,303,31,51,0,18,0,18,0,18,0,18,0,18,184,295,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,17,28,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081059200,41,59,0,13,0,13,0,13,41,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081059300,198,122,9,14,0,13,0,13,0,13,0,13,0,13,38,40,0,13,0,13,0,13,21,33,0,13,0,13,0,13,0,13,0,13,34,59,0,13,0,13,5,8,0,13,53,92,0,13,38,51
36081059400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081059501,343,274,0,13,0,13,0,13,0,13,0,13,145,139,160,206,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,38,61,0,13
36081059502,139,176,0,13,0,13,0,13,0,13,0,13,138,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13
36081059600,2,4,1,2,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081059800,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081059900,102,53,1,2,0,13,0,13,0,13,0,13,31,25,0,13,19,28,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,45,42,0,13,0,13,0,13,1,2,0,13,0,13,0,13
36081060000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081060100,70,104,0,13,0,13,0,13,0,13,0,13,6,8,58,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,35,0,13,0,13,0,13
36081060300,135,104,0,13,0,13,0,13,0,13,0,13,30,48,105,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081060600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081060701,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081060800,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061200,35,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061301,208,127,0,18,0,18,0,18,0,18,0,18,91,87,8,13,0,18,0,18,0,18,0,18,0,18,0,18,0,18,18,28,0,18,0,18,0,18,0,18,0,18,91,95,0,18,0,18,0,18
36081061302,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061400,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061601,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061602,35,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061800,66,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,68,0,13,0,13,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081061900,181,261,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,8,14,0,13,0,13,0,13,165,259,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062100,151,114,0,13,0,13,0,13,0,13,0,13,0,13,35,54,0,13,1,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,114,107,0,13,0,13,0,13,0,13,0,13,0,13,1,8
36081062200,8,12,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062300,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062400,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062500,30,32,0,13,0,13,0,13,0,13,0,13,30,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062600,99,161,99,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062700,118,99,1,2,0,13,0,13,0,13,0,13,63,85,0,13,0,13,54,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081062900,542,424,52,75,0,13,0,13,0,13,0,13,107,161,130,173,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,253,372,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063000,25,39,0,13,0,13,0,13,0,13,0,13,25,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063200,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063301,44,72,0,13,0,13,0,13,0,13,0,13,19,32,0,13,0,13,0,13,0,13,25,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063302,13,20,0,13,0,13,0,13,0,13,0,13,13,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063500,63,39,0,13,0,13,0,13,0,13,0,13,58,37,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063700,344,260,0,13,0,13,0,13,0,13,0,13,231,218,0,13,0,13,0,13,0,13,96,144,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14
36081063800,32,39,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081063900,213,194,0,13,130,183,0,13,0,13,0,13,73,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,17,0,13,0,13,0,13,0,13,0,13
36081064101,388,229,99,130,0,13,0,13,0,13,0,13,172,106,11,16,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,98,153,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081064102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081064500,419,106,24,29,0,13,0,13,0,13,0,13,208,117,63,61,0,13,0,13,49,61,27,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,15,0,13,28,32,0,13,0,13,7,11
36081064600,28,42,20,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13
36081065000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081065401,99,80,56,64,0,13,0,13,0,13,0,13,29,35,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081065402,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081065501,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081065600,84,84,25,46,0,13,0,13,0,13,0,13,0,13,27,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,51,0,13,0,13,0,13,0,13,0,13
36081065702,28,40,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,23
36081065703,134,106,7,11,0,13,0,13,0,13,0,13,77,93,50,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081065900,264,219,0,13,0,13,0,13,0,13,0,13,65,55,43,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,156,211,0,13
36081066000,71,71,0,13,0,13,0,13,0,13,0,13,14,23,29,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,44,0,13,0,13,0,13,0,13,0,13
36081066100,60,77,0,13,0,13,0,13,0,13,0,13,12,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081066301,600,242,0,13,14,21,0,13,0,13,0,13,507,234,21,25,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,30,42,0,13,7,11
36081066302,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081066401,833,259,833,259,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081066402,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13
36081066403,203,212,173,199,0,18,0,18,0,18,0,18,23,38,7,20,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081066404,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081066501,47,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,29,46,0,13,0,13,0,13,1,3,0,13,0,13,8,12
36081066701,404,388,0,13,0,13,0,13,0,13,0,13,207,324,57,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,126,186,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,21,0,13
36081066900,110,85,0,13,0,13,0,13,0,13,0,13,69,58,0,13,0,13,41,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081067100,570,192,5,7,0,13,0,13,0,13,0,13,418,166,134,115,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,0,13,0,13
36081067700,121,79,0,13,0,13,0,13,4,7,0,13,101,76,11,14,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081067900,680,243,49,43,0,13,0,13,0,13,0,13,423,249,91,117,0,13,9,15,0,13,7,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,101,138,0,13
36081068000,46,74,46,74,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081068200,22,27,0,13,0,13,0,13,0,13,0,13,6,8,16,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081068300,2057,456,271,148,177,208,0,13,0,13,16,28,947,374,372,169,0,13,0,13,1,3,15,24,0,13,0,13,0,13,38,49,0,13,125,132,0,13,40,66,40,60,1,2,0,13,0,13,14,23
36081068700,1881,601,377,191,0,13,0,13,85,124,0,13,429,158,457,552,0,13,69,82,95,137,44,51,20,33,77,123,0,13,0,13,0,13,53,77,0,13,22,31,153,198,0,13,0,13,0,13,0,13
36081069000,51,82,51,82,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081069300,936,271,178,157,0,13,0,13,8,12,0,13,195,130,162,129,0,13,34,53,100,89,154,190,0,13,0,13,24,38,0,13,0,13,14,22,0,13,27,43,34,51,0,13,6,14,0,13,0,13
36081069400,81,80,35,56,0,13,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,53
36081069500,1145,392,78,60,0,13,0,13,105,144,0,13,671,299,85,61,0,13,0,13,0,13,8,13,0,13,0,13,0,13,37,52,0,13,0,13,0,13,33,44,0,13,21,29,0,13,0,13,107,112
36081069701,1493,304,383,337,18,27,0,13,0,13,0,13,588,207,23,29,0,13,0,13,34,23,116,90,0,13,5,8,0,13,107,148,0,13,10,17,0,13,36,51,0,13,0,13,119,173,11,17,43,56
36081069702,1847,442,30,37,0,13,0,13,9,13,0,13,1231,415,142,167,0,13,0,13,0,13,196,134,0,13,0,13,0,13,0,13,0,13,34,61,0,13,82,135,22,23,0,13,82,132,0,13,19,27
36081070300,662,232,97,138,25,40,0,13,0,13,0,13,462,147,14,20,0,13,0,13,14,21,19,30,0,13,0,13,0,13,0,13,0,13,0,13,23,36,4,7,0,13,0,13,0,13,4,28,0,13
36081070700,914,187,25,25,0,13,0,13,0,13,0,13,652,184,19,20,0,13,37,62,51,47,47,29,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,54,7,13,18,26,0,13,0,13,29,27
36081070900,1008,245,44,42,0,13,0,13,0,13,99,148,652,229,74,70,0,13,0,13,27,24,34,20,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,61,86,0,13,0,13,9,15
36081071100,1756,427,148,118,72,120,0,18,19,31,0,18,1180,386,51,58,0,18,0,18,57,49,97,77,0,18,48,83,0,18,0,18,0,18,0,18,0,18,36,41,0,18,29,35,0,18,0,18,19,30
36081071303,1156,365,277,241,21,30,0,18,0,18,0,18,508,239,62,68,0,18,0,18,65,130,12,22,0,18,0,18,0,18,40,51,0,18,0,18,0,18,0,18,66,92,0,18,0,18,15,24,90,141
36081071304,1651,414,56,57,0,18,0,18,0,18,0,18,931,399,248,288,0,18,0,18,21,33,159,206,0,18,0,18,0,18,0,18,0,18,49,76,0,18,0,18,89,122,63,100,0,18,0,18,35,64
36081071305,1592,406,165,161,14,26,0,18,0,18,0,18,916,436,39,65,0,18,0,18,371,330,60,56,0,18,0,18,0,18,0,18,0,18,0,18,0,18,15,25,0,18,0,18,0,18,12,24,0,18
36081071306,1422,279,277,183,0,18,0,18,0,18,0,18,691,223,90,80,0,18,0,18,35,51,111,139,0,18,0,18,0,18,0,18,0,18,74,97,0,18,0,18,18,28,16,26,0,18,0,18,110,101
36081071600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081071701,1452,414,202,159,0,18,0,18,25,42,0,18,326,269,41,41,0,18,0,18,0,18,181,211,0,18,24,38,0,18,268,340,0,18,69,102,0,18,22,39,294,268,0,18,0,18,0,18,0,18
36081071702,1904,266,866,259,51,68,0,13,0,13,0,13,595,163,109,66,0,13,0,13,11,17,83,94,0,13,0,13,0,13,83,132,0,13,28,44,0,13,0,13,0,13,0,13,24,37,13,17,41,39
36081071900,850,251,241,165,0,13,0,13,0,13,0,13,382,193,48,42,0,13,54,77,0,13,0,13,0,13,0,13,0,13,71,75,0,13,0,13,0,13,0,13,6,27,0,13,0,13,48,82,0,13
36081072100,1653,632,354,348,0,13,0,13,13,30,0,13,952,541,90,138,0,13,23,37,5,8,29,33,0,13,0,13,0,13,0,13,0,13,109,187,0,13,0,13,25,41,0,13,0,13,0,13,53,64
36081072300,786,276,143,105,0,13,0,13,0,13,0,13,538,245,38,39,0,13,0,13,0,13,43,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,14,19,9,13
36081072900,595,208,17,21,0,13,0,13,0,13,0,13,455,207,23,24,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,25,0,13,35,55,0,13,0,13,40,53
36081073100,331,119,0,13,10,17,0,13,0,13,0,13,181,96,9,12,0,13,0,13,6,8,43,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,43,0,13,0,13,0,13,0,13,53,49
36081073700,623,179,116,103,0,13,0,13,0,13,0,13,291,136,0,13,0,13,0,13,45,37,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,59,54,0,13,94,122,0,13,0,13,8,13
36081073900,1571,523,413,248,0,18,0,18,0,18,4,8,639,369,90,100,0,18,0,18,93,72,143,207,0,18,0,18,0,18,0,18,0,18,0,18,0,18,155,150,0,18,0,18,0,18,0,18,34,57
36081074100,749,177,136,101,0,13,0,13,0,13,0,13,410,148,44,38,0,13,13,20,25,37,12,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,58,0,13,73,114,0,13,0,13,0,13
36081074300,1298,300,374,198,0,13,0,13,0,13,0,13,454,160,32,32,0,13,118,132,0,13,40,65,0,13,0,13,19,17,43,66,0,13,21,25,0,13,45,51,0,13,0,13,54,98,57,83,41,63
